average_salary,Location
75480.0,Canberra
75400.0,"Lodi, NJ USA"
75339.2857142857,"Omaha, NE, USA"
75268.5714285714,"Charlotte, North Carolina, USA"
75258.3333333333,"Fresno, CA"
75200.0,SK/Canada
75190.0,"Holyoke, Massachusetts, USA"
75155.5555555556,Calgary
75127.9411764706,"Silver Spring, MD, USA"
75105.0,Chertsey/Surrey/ United Kingdom
75016.125,"Lincoln, NE"
75009.0,Lakewood/Ohio/USA
75008.4285714286,"Chicago, IL United States"
75000.0,"job is remote, live in Boston"
75000.0,"Walker, MN"
75000.0,Wakefield/MA/USA
75000.0,"Vernal, UT, USA"
75000.0,Upland/california/usa
75000.0,"Toledo, Oregon, United States"
75000.0,"Sturtevant, Wisconsin, US"
75000.0,State College
75000.0,"Royal Oak, MI"
75000.0,"Red Lodge, MT, USA"
75000.0,North Wales/PA/USA
75000.0,Newark Ohio USA
75000.0,"Naples, Italy"
75000.0,"NJ, United States"
75000.0,My kisco ny
75000.0,Milpitas/CA/United States
75000.0,"Milpitas, CA, US"
75000.0,Lagrange/IL/USA
75000.0,"Jerome, ID"
75000.0,"Jax, FL but company is in Dallas"
75000.0,Hurley/WI/USA
75000.0,"Home based, travel to assignments as needed"
75000.0,Glastonbury ct usa
75000.0,"Ewing, NJ, USA"
75000.0,Estero Florida USA
75000.0,Dixon/Illinois/United States
75000.0,"Decatur, Alabama/USA"
75000.0,"DeKalb, IL USA"
75000.0,Clarkston Wa USA
75000.0,Claremont NH USA
75000.0,"Bourssard, Louisiana, USA"
75000.0,"Bourne, Massachusetts, USA"
75000.0,"Batavia, ny"
74977.4166666667,Brisbane
74880.0,"Malmö, Sweden"
74800.0,"Bronx, NY"
74779.4117647059,Denver
74768.1818181818,"Worcester, MA, USA"
74750.0,"Tacoma, Washington, USA"
74740.0,Southern USA
74677.6666666667,"Cedar Rapids, IA, USA"
74665.0,"Enterprise, Alabama, USA"
74619.0476190476,"Syracuse, NY, USA"
74600.0,"Davis, California USA"
74577.5,"Brighton, East Sussex, UK"
74500.0,Rural New York state
74500.0,Rolling Meadows IL USA
74500.0,"Remote, USA"
74500.0,Kingsport/TN/USA
74500.0,"Houston ,TT"
74500.0,"Hilton, NY"
74500.0,"Athens, Alabama, USA"
74500.0,"Albany New York, USA"
74500.0,*international postings that change
74452.2222222222,"Wichita, KS, USA"
74400.0,"North of Toronto, Ontario, Canada"
74380.0,"Martinsburg, WV"
74168.8888888889,IL/USA
74000.0,"Tracy, CA, USA"
74000.0,"Temecula, CA, USA"
74000.0,Redmond Oregon USA
74000.0,"Port Huron, MI, USA"
74000.0,Pontiac Michigan US
74000.0,Perris California
74000.0,"Lehigh Valley, PA, USA"
74000.0,"Lees Summit, MO USA"
74000.0,Kansas City area/KS/USA
74000.0,"Bloomfield Hills, MI"
74000.0,Baytown TX
74000.0,Adelaide
73980.0,"Syracuse, NY"
73933.3333333333,"Newark, Delaware, USA"
73818.0,"Delray Beach, FL"
73800.0,"Salem, OR"
73766.6666666667,Rhode Island
73750.0,"DC area, USA"
73666.6666666667,"Bellmore, NY, USA"
73511.6666666667,"Kennesaw, GA, USA"
73500.0,"Santa Maria, CA"
73500.0,"Paul,Idaho"
73416.6666666667,"Watertown, MA, USA"
73397.0,Green Bay/WI/USA
73375.7647058823,"Fort Wayne, IN, USA"
73284.0,"Grand island, NY, USA"
73242.5,Copenhagen
73198.5,"San Rafael, CA USA"
73166.6666666667,"Oshkosh, WI"
73125.0,"Montgomery, AL USA"
73000.0,Yuma Arizona
73000.0,Southeast Iowa
73000.0,"South Dennis, MA, USA"
73000.0,"Muscatine, IA, USA"
73000.0,"Albemarle, NC"
73000.0,"Albany, GA"
72981.3333333333,"Albany, Oregon, United States"
72940.8571428571,"Munich, Germany"
72904.3333333333,"Vienna, Austria"
72807.6923076923,Idaho
72666.6666666667,"Staten Island, New York, America"
72600.0,"Salt Lake, UT USA"
72600.0,"New London, CT, USA"
72573.0,"Topeka, KS, USA"
72550.0,"McMinnville, TN USA"
72533.3333333333,"Kalamazoo, MI, USA"
72502.3,"Toronto, Canada"
72500.0,TINLEY PARK/Illinois/US
72500.0,Marietta/Georgia/United States
72500.0,Chester/PA/USA
72500.0,"Allendale, mi usa"
72464.2857142857,"Minnesota, USA"
72400.0,"Fresno, California"
72333.3333333333,Cary North Carolina USA
72318.3658536585,"Little Rock, Arkansas, USA"
72147.3090909091,"Canberra, ACT, Australia"
72100.0,"West Hollywood, CA"
72082.1428571429,"NYC, New York, USA"
72000.0,"Woodbury, MN, USA"
72000.0,White Lake/MI/USA
72000.0,Sunrise FL 33325
72000.0,Rural/California/USA
72000.0,"Raleigh, NC United States"
72000.0,"Quad Cities, Iowa, USA"
72000.0,"Polson, MT, USA"
72000.0,"Ottumwa, IA"
72000.0,"Olympia, WA"
72000.0,NYC suburbs/NY/USA
72000.0,"Mississauga, ON, Canada"
72000.0,"Mesa, AZ, United States"
72000.0,Lima/Ohio/US
72000.0,"Leominster, MA"
72000.0,"Laramie, WY, USA"
72000.0,Kansas/Kansas City/USA
72000.0,"Estevan, Saskatchewan, Canada"
72000.0,Davis CA
72000.0,Casper/ WY/ USA
72000.0,"Brantford, Ontario, Canada"
72000.0,"Arvada, CO"
71980.0,"Munich, Bavaria, Germany"
71980.0,"Aachen, Northrhine westphalia, Germany"
71909.0,Piscataway/NJ
71866.6666666667,"Hamilton, NJ, USA"
71836.8,"Hayward, CA"
71760.0,"Greater Chicago Area, IL, USA"
71744.5263157895,"Buffalo, NY"
71712.7153846154,"Amsterdam, Netherlands"
71655.1333333333,Kansas
71580.0,"Longview, TX, USA"
71500.0,"Newton, MA, USA"
71500.0,Cheyenne/Wyoming/USA
71500.0,"Amarillo, TX, USA"
71500.0,"Akron, OH"
71497.2727272727,"Vancouver, Canada"
71496.0,New England
71437.7777777778,Hampton VA
71400.0,"Florida, but the company is based in Virginia (I work remotely)"
71337.5,Tempe / arizona / usa
71333.3333333333,"Oakbrook Terrace, IL USA"
71325.0,"West Palm Beach, FL, USA"
71200.0,"Canada, prairies"
71139.0,Norway
71095.3333333333,"Twin Cities, MN, USA"
71010.0,Buffalo NY United States
71000.0,atl/ga/usa
71000.0,"West Springfield, MA"
71000.0,"Southlake, TX"
71000.0,South FL
71000.0,"Manhasset,NY"
71000.0,"Louisiana, USA"
71000.0,Hudson/MA/USA
71000.0,"Carbondale Pennsylvania, United states"
70933.3333333333,Warren Michigan
70857.1428571429,"Morgantown, WV, USA"
70850.0,"Lugano, Switzerland"
70800.0,Dortmund/NRW/Germany
70777.7777777778,"Wichita, Kansas, USA"
70700.0,"Plymouth, MN, USA"
70700.0,Corning NY USA
70666.6666666667,Southern Maine
70575.0,"Minnesota, United States"
70560.0,"East Hartford, CT"
70500.1071428571,"Wellington, New Zealand"
70500.0,Suburban Philadelphia
70441.7230769231,"Calgary, Alberta, Canada"
70427.5133333333,"Hamburg, Germany"
70400.0,"Surrey, BC, Canada"
70400.0,Kennewick/WA/USA
70400.0,Dorval/Quebec/Canada
70368.5217391304,Saint Paul/MN/USA
70360.0,Owensboro Kentucky
70300.0,"Melboure, Australia"
70264.5,"Charleston, SC, USA"
70250.0,"Green Bay, WI"
70150.0,Utah USA
70133.3333333333,Central Florida
70118.15,"Georgia, USA"
70000.0,"Woodstock, Illinois, USA"
70000.0,Wausau/Wisconsin/ USA
70000.0,"Virginia, Minnesota, US"
70000.0,"Virginia (NoVA), USA"
70000.0,"Tampa Bay, FL"
70000.0,Southwest Missouri
70000.0,South Texas
70000.0,"Sharon, pa"
70000.0,Saint Roberts /MO/ USA
70000.0,Rancho Mirage/California/USA
70000.0,RDU/ North Carolina/ USA
70000.0,Pottstown PA
70000.0,Plaistow/New Hampshire/USA
70000.0,"Paso Robles, CA"
70000.0,"Norwich, VT 05055"
70000.0,"New Yor, New York USA"
70000.0,Near Chicago
70000.0,Monroe/NC/USA
70000.0,"Melboure, FL, USA"
70000.0,Marysville ohio
70000.0,Marina del Rey/CA/US
70000.0,"Major City, Midwest USA"
70000.0,Mahwah New Jersey USA
70000.0,"Madison, WI area"
70000.0,"Lima, Ohio"
70000.0,Lebanon/Kentucky/US
70000.0,"Laguna Niguel, CA"
70000.0,"Kansas, Rural"
70000.0,Kankakee Illinois
70000.0,"Hickory, NC"
70000.0,"Hanover, NH"
70000.0,"Fort mill, sc"
70000.0,"Dothan, Al"
70000.0,"Coventry, RI, USA"
70000.0,Chehalis Washington USA
70000.0,"Bonita springs, FL"
70000.0,Boise/ID/United States
70000.0,"Beer Sheva, Israel"
70000.0,Baltimore County/MD/USA
70000.0,"Abiquiu, NM, USA"
69820.0,"Augusta, GA, USA"
69692.1666666667,"Vermont, United States"
69680.75,"Mahwah, NJ, USA"
69650.0,Hamilton BDA
69620.0,Hamburg/Hamburg/Germany
69522.0685714286,Canada
69500.0,Massachusetts United States
69309.4545454545,Corvallis/Oregon/USA
69280.0,"Rutland, Vermont"
69137.5,"Weston, FL, USA"
69120.1111111111,"Renton, WA, USA"
69100.0,"Raritan, NJ, USA"
69090.3333333333,"Iowa City, Iowa, USA"
69032.0,"White River Junction, VT, USA"
69000.0,New Jersey suburbs
69000.0,Lawrence ma usa
69000.0,Kenya
69000.0,"Bellevue, WA"
69000.0,Beacon/NY/USA
68995.5,"Newark, DE"
68952.0,"Berkeley, CA"
68944.4444444444,"Columbus, IN USA"
68909.92,"Melbourne, Australia"
68881.3333333333,"Suitland, MD USA"
68833.3333333333,"Goshen, NY, US"
68709.0909090909,"Franklin, TN"
68666.6666666667,Racine WI USA
68666.6666666667,"Hayward , California"
68666.6666666667,Eau Claire/WI/USA
68622.6666666667,Tennessee
68600.0,Cedar Rapids Iowa
68530.9090909091,"San Luis Obispo, CA, USA"
68528.5,"Utrecht, Netherlands"
68500.0,UK outside of London
68500.0,"The Triangle, NC"
68500.0,"Fort Pierce, FL, USA"
68499.1,"Bangkok, Thailand"
68487.875,"Greensboro, NC, USA"
68440.0,"Liege, Belgium"
68350.0,"Madison, NJ US"
68300.0,Mesquite TX
68269.5043478261,"Auckland, New Zealand"
68000.0,outside metro Atlanta/Georgia/USA
68000.0,"Wailuku, Hawaii, USA"
68000.0,"The Colony, TX USA"
68000.0,Rocklin/CA/USA
68000.0,"Remote in Columbus, OH but office is Fort Worth, TX"
68000.0,OR
68000.0,NY Metro area
68000.0,"Logan, UT USA"
68000.0,"Lewiston-Auburn, Maine, USA"
68000.0,"Downers Grove, IL"
68000.0,"Cullowhee, NC USA"
68000.0,"Buies Creek, NC"
68000.0,Brecksville/Ohio/USA
68000.0,Abingdon VA USA
67750.0,"Wellesley, Massachusetts"
67666.6666666667,"Duluth, MN"
67464.8,"Ottawa, ON"
67400.0,Winnipeg
67375.3846153846,Central Indiana
67350.0,"Windsor, CT"
67325.0,"Kentucky, USA"
67285.7142857143,"Englewood Cliffs, NJ"
67260.0,"Gelderland, Netherlands"
67247.2307692308,"Blacksburg, VA, USA"
67236.4,Ghent / Belgium
67210.0,"Saskatchewan, Canada"
67200.0,"Prague, CZ"
67173.0,Tonawanda/NY/USA
67103.4533333333,Madrid
67100.0,"Round Rock, TX"
67094.7692307692,Oklahoma
67000.0,"Telecommute to Chevy Chase, MD"
67000.0,"Seattle, WA USA ( but work remotely for east coast employer)"
67000.0,"Port Clinton, OH USA"
67000.0,"Laughlin, NV, USA"
67000.0,JOPLIN/MO/USA
67000.0,Central Ohio
67000.0,Bernardsville/NJ/USA
66976.0,"Moonachie, NJ"
66905.25,"Toronto, ON"
66772.0,Mesa Arizona US
66745.42,Denmark
66725.0,"Macon, GA USA"
66666.6666666667,Moline IL USA
66666.6666666667,"Leawood, Kansas"
66650.0,"Palatine, IL USA"
66600.0,Geelong/Victoria/Australia
66600.0,"Blenheim, New Zealand"
66566.245,"Southampton, UK"
66562.6666666667,Austria
66560.0,"Snow Lake, MB, Canada"
66500.0,"VT, USA"
66342.8571428571,Culpeper/VA/USA
66320.0,West Chester PA
66282.5,Georgia
66250.0,"Philadelphia Region, Pennsylvania, USA"
66250.0,"Newton, NC USA"
66230.0,Hamilton
66150.0,Coralville/Iowa/USA
66145.8,"Bismarck, ND"
66135.0,Chicago Metro
66125.0,Horsham/PA/USA
66113.3333333333,Towson Maryland USA
66080.0,Vero Beach/Florida:USA
66080.0,"Richmond, CA, USA"
66080.0,"Arnhem, the Netherlands"
66055.5555555556,Central Illinois
66000.0,"Three Rivers, CA"
66000.0,Rosedale/MD/United States
66000.0,"Fall River, MA, USA"
66000.0,Croatia
66000.0,"Coloado, United States"
66000.0,"Camp Hill, PA, US"
66000.0,"Bellefonte, PA, USA"
65970.0,"North Hills, CA, USA"
65935.0,"Stoughton, MA, USA"
65926.5945945946,"Alberta, Canada"
65897.6666666667,Urbana/IL/USA
65700.0,"St. John's, Newfoundland, Canada"
65666.6666666667,"Toledo, Ohio"
65500.0,"Yuma, Arizona, United States"
65500.0,Florida United States of America
65490.0,"Helsinki, Finland"
65453.0,Launceston Tasmania Australia
65436.9230769231,Auckland
65300.0,"Emporia, KS, USA"
65200.0,"Minnetonka, MN, USA"
65150.0,"Chesapeake, VA"
65128.92,"The Hague, South Holland, The Netherlands"
65000.0,Wheeling / Illinois/ usa
65000.0,Urbana Illinois
65000.0,Union/Oregon/USA
65000.0,Timonium/MD/USA
65000.0,"St pete, FL, USA"
65000.0,Spokane/WA/United States
65000.0,Saratoga/WY/USA
65000.0,"Portage, IN"
65000.0,Oc California
65000.0,"Newport News, VA"
65000.0,"Muskegon, Michigan. USA"
65000.0,"Mt. Laurel, NJ, US"
65000.0,MetroWest Boston MA USA
65000.0,"Meridian, ID"
65000.0,"Marinette, Wisconsin"
65000.0,Los Alamitos/CA / USA
65000.0,Lindon/Utah/U.S.A.
65000.0,Levittown NY USA
65000.0,"Lehi, Utah, Utah County"
65000.0,"Laramie, WY"
65000.0,La Quinta/CA/USA
65000.0,Kokomo Indiana USA
65000.0,Key largo fl
65000.0,Illinois (not Chicago)
65000.0,"Hingham, MA, USA"
65000.0,Henderson/Nevada/US
65000.0,"Glassboro, New Jersey, USA"
65000.0,"Gilbert, Arizona, United States"
65000.0,Cookeville/Tennessee/USA
65000.0,Carmel/California/United States
65000.0,"Bozeman, MT"
65000.0,Anderson SC
64900.0,"St Julians, Malta"
64833.3333333333,"SLC, UT"
64800.0,"Langley, BC, Canada"
64767.0,"Frankfurt, Germany"
64736.0,Willimantic ct usa
64679.5,Western NY
64500.0,"Spencer, West Virginia"
64390.0,Guildford UK
64378.0,Denville NJ USA
64295.0,"Fort Polk, LA"
64216.6666666667,"FL, USA"
64195.0,Adelaide SA Australia
64000.0,"rural, central Illinois"
64000.0,Waterloo Iowa USA
64000.0,RAHWAY NJ
64000.0,"Pilot Point, Alaska, USA"
64000.0,"Nanaimo, BC, Canada"
64000.0,"Mount Vernon Ohio, US"
64000.0,Monterey County
64000.0,"Mesquite, Nevada, USA"
64000.0,"Marietta, GA, USA"
64000.0,Duarte/CA/USA
64000.0,"Charlotte-area, North Carolina, USA"
64000.0,"AB, Canada"
63950.0,"Johnson City, TN"
63842.0,Wokingham UK
63809.0909090909,"King of Prussia, PA"
63720.0,Cork/Cork/Ireland
63666.6666666667,"Nebraska, USA"
63666.6666666667,"Duluth, MN USA"
63646.6666666667,"Ottawa, ON, Canada"
63500.0,"Texas, United States"
63500.0,"Cypress, CA"
63440.0,Greater Toronto
63393.3333333333,"Queensland, Australia"
63362.5,"Leeds, Yorkshire, UK"
63270.0,"Sydney, New South Wales, Australia"
63200.0,Saint John New Brunswick
63200.0,"Nothern British Columbia, Canada"
63200.0,"Charlottetown, Prince Edward Island, Canada"
63172.0,"Victoria, British Columbia, Canada"
63100.0,"Elk Grove, CA"
63000.0,"outside Boston, MA"
63000.0,Winnetka IL
63000.0,"Westland, Michigan USA"
63000.0,Southwest Louisiana
63000.0,"Newport, RI"
63000.0,"Kelowna, BC, Canada"
63000.0,"Grand Haven, MI"
63000.0,"Fairmont, WV"
62938.0,"Hyattsville, MD, USA"
62900.0,Cairns/ Queensland/Australia
62880.0,"Mississauga, Ontario, Canada"
62860.0,"Berkeley, California, USA"
62800.0,"Shreveport, Louisiana, USA"
62750.0,"Mississippi, USA"
62720.0,Biddeford/Maine/USA
62650.2857142857,Ontario
62500.0,"NY Metro Area, USA"
62500.0,"California, MD"
62500.0,"Auburn, GA, USA"
62400.0,"York Region, Ontario, Canada"
62400.0,"Córdoba, Argentina"
62333.3333333333,"Joliet, IL, USA"
62323.0,"Olympia m, WA"
62229.5,Southwest Virginia
62143.0,"Triangle area, NC, USA"
62137.6666666667,"Sterling Heights, MI USA"
62100.0,"SW Washington, USA"
62079.34,"Whanganui, Manawatu, New Zealand"
62014.96,Syndey / NSW / Australia
62000.0,"Palm coast, FL USA"
62000.0,Newport RI USA
62000.0,New York Metro Area
62000.0,"Keyport, WA, USA"
62000.0,"Kaneohe, HI"
62000.0,"Henrico, VA, USA"
62000.0,Clarksville TN USA
62000.0,Arcata/CA/United States
61971.2,Bend / Oregon / USA
61910.0,"Hamden, CT, USA"
61900.0,"Tennessee, USA"
61900.0,Melville NY
61850.0,"Mid Hudson Valley, NY, USA"
61650.0,"West Midlands, UK"
61650.0,Sussex
61650.0,"Marlow, Buckinghamshire, UK"
61650.0,Greater London area
61600.0,Suburban Chicago IL USA
61600.0,Augusta/Maine/USA
61596.0,"Karlsruhe, Germany"
61500.0,"Holland, MI"
61500.0,"Canton, OH"
61443.8,Spain
61333.3333333333,"Yakima, WA"
61330.0,"Montreal, Canada"
61278.8571428571,"Glendale, AZ"
61250.0,Western North Carolina
61250.0,"Auburn, AL USA"
61118.2857142857,"San Bernardino, CA, USA"
61076.6666666667,"Missoula, Montana, USA"
61000.0,TN
61000.0,MD/DC metro area
61000.0,"Illinois, near Chicago"
61000.0,Humble/TX/United States
61000.0,"Fairfax County Virginia, USA"
61000.0,"Bemidji, MN, USA"
60924.0,Tumwater/WA/USA
60911.25,NSW Australia
60902.37,"Christchurch, New Zealand"
60900.0,"Batavia, Ohio"
60831.6,"Columbia, MO"
60810.0,Fostoria/Ohio/US
60780.0,Hannover/lower saxony/Germany
60770.0,Northeast PA/USA
60750.0,East Hanover. Nj
60557.6285714286,The Netherlands
60500.0,Fort Walton Beach FL US
60412.6,"Eugene, Oregon, USA"
60375.0,Northern Illinois
60320.0,"Superior, CO"
60280.0,"Strathclyde, Scotland"
60280.0,"Aberdeen, UK"
60236.6666666667,"Savannah, GA, USA"
60223.3793103448,"Tucson, AZ, USA"
60180.0,Torino / Italy
60146.0,York/PA/USA
60125.0,"Stonington, Connecticut, USA"
60100.0,"Michigan, United States"
60039.3333333333,"Fayetteville, AR, USA"
60000.0,"susquehanna, pa, USA"
60000.0,"near Seattle, Washington, United States"
60000.0,Union City/CA/USA
60000.0,Texas (Remote - UT Company)
60000.0,"Terre Haute, IN, USA"
60000.0,St.Marys Pa. USA
60000.0,Sonoma/CA/USA
60000.0,Sedro Woolley Washington usa
60000.0,SC/USA
60000.0,Remote (Texas)
60000.0,"Pueblo, Colorado"
60000.0,Pineville/La/USA
60000.0,"Pacifica, CA, USA"
60000.0,"North Hollywood, CA, 91311"
60000.0,Nigeria
60000.0,New Baltimore/MI/USA
60000.0,"Near Philadelphia, Pennsylvania, USA"
60000.0,"Montevideo, Uruguay"
60000.0,"Meriden, CT"
60000.0,Lumberton/NJ/United States
60000.0,Lima/Peru
60000.0,Largo/MD/USA
60000.0,"Lake worth, Florida, United states"
60000.0,"Keene, NH USA"
60000.0,"Jackson Hole, WY"
60000.0,"Hermann, MO United States"
60000.0,Greeley/Colorado/USA
60000.0,Golden/CO/USA
60000.0,"Global, currently Bangladesh"
60000.0,"Geneva, NY"
60000.0,"Garland, TX, USA"
60000.0,"Essexville, Michigan, USA"
60000.0,Dover New Hampshire US
60000.0,Denville New Jersey
60000.0,Cote d'Ivoire
60000.0,Corona
60000.0,Conshohocken Pa usa
60000.0,Clearwater FL USA
60000.0,Chico/California/US
60000.0,"Cedar City, Ut USA"
60000.0,Blackshear Ga US
60000.0,"Baby Area, California, USA"
60000.0,Austin MN 55912
60000.0,Auburn NY
60000.0,APO/AE/United States
60000.0,APO/AE/USA
59800.0,"Winter Park, Colorado, USA"
59732.0,"Nottingham, UK"
59700.0,Richardson TX
59675.0,"Kalispell, MT, USA"
59592.0,"Mason, mi, usa"
59589.6666666667,Madison wi united states
59507.3,Champaign/IL/USA
59500.0,Abilene/TX/USA
59453.1818181818,"Missouri, USA"
59375.0,"Yakima, WA, USA"
59270.6180487805,New Zealand
59270.0,"Tel Aviv, Israel"
59200.0,"Toowoomba, Queensland, Australia"
59200.0,New Zealabd
59200.0,Melb / vic / Australia
59100.0,"Elberta, Utah, USA"
59089.68,"Rotterdam, the Netherlands"
59000.0,"Visalia, California, United States"
59000.0,"Villanova, PA, USA"
59000.0,Rural Michigan
59000.0,"Regina, SK, Canada"
59000.0,"Petoskey, MI, USA"
59000.0,North Dakota United States
59000.0,"Hickory, NC, United States"
59000.0,Camarillo CA US
59000.0,"Bristol, PA"
59000.0,"Athens, GA"
58895.83,"Eureka, CA"
58835.5,Mexico City
58814.0,Blue Bell/PA/USA
58600.0,Keene NH
58500.0,Wenham/ma/usa
58500.0,Traverse City Michigan usa
58500.0,Myerstown Pa USA
58500.0,"Minot, ND"
58500.0,Minneapolis area
58396.6666666667,Woodland Hills ca usa
58363.0,"Pittsboro, North Carolina, USA"
58333.3333333333,"Bozeman, Montana"
58243.0,Topeka KS
58200.0,"Lenexa, KS"
58200.0,I do not have a permanent location or residence
58091.6666666667,"Roanoke, VA, USA"
58000.0,"Suquamish, WA, US"
58000.0,Sparta Monroe Wisconsin
58000.0,"South Orange, NJ, USA"
58000.0,"Smithton, PA, USA"
58000.0,Saint Paul
58000.0,Richland Center/WI/USA
58000.0,"Port Jervis, NY, USA"
58000.0,Paramus nj usa
58000.0,"Indian Head, MD USA"
58000.0,Dulles/VA/United States
58000.0,"Dubuque, IA, USA"
58000.0,Crofton/MD/US
58000.0,"Colton, California USA"
57800.0,"Detroit Metro Area, Michigan, USA"
57796.8571428571,"Small Town, NY USA"
57750.0,Springdale/AR/USA
57750.0,"Belmont, MA, USA"
57745.5,"Yorkshire, UK"
57625.0,"Bend, OR, USA"
57540.0,"Wales, United Kingdom"
57536.3636363636,"Spokane, WA"
57500.0,"small city, Iowa"
57500.0,Clearfield Utah
57500.0,"Chicago area, ILLINOIS, USA"
57496.0,"Vallejo, CA, USA"
57478.6666666667,Somerville/MA/USA
57460.0,"Oklahoma, United States"
57456.3333333333,"Naples, FL"
57440.44,South Africa
57410.5166666667,"Old Saybrook, Ct, USA"
57400.0,"GTA, Ontario, Canada"
57328.3,"Akron, OH, USA"
57234.6,"North Andover, MA USA"
57206.8571428571,Boise Idaho
57200.0,"Okanogan, WA, USA"
57166.6666666667,"Riverside, CA"
57166.6666666667,Brentwood/TN/USA
57166.6666666667,"Bethlehem, PA"
57110.0,"Cape Town, South Africa"
57000.0,"Toledo, OH"
57000.0,Stateline/Nevada/USA
57000.0,"South Hadley, MA"
57000.0,Shanghai/Shanghai/China
57000.0,"Salinas, CA, USA"
57000.0,Roselle IL USA
57000.0,"Phila, PA, USA"
57000.0,"Pasco, Washington, USA"
57000.0,"Park City, Utah USA"
57000.0,"Huntersville, NC"
57000.0,"Holland, MI United States of America"
57000.0,"Haverhill, MA United States"
57000.0,"Decatur, AL"
57000.0,"Brigham City, UT, USA"
57000.0,"Aurora, CO"
57000.0,Atlanta Area
56996.3636363636,Columbia Missouri USA
56950.0,VT
56900.6666666667,"Cardiff, UK"
56897.25,Oshkosh wi usa
56868.0,Madera CA USA
56840.0,Swainsboro ga United states
56787.0,Toledo/Ohio/United States
56712.5,Southeast Michigan
56680.0,Bangor/Maine/USA
56650.0,"Lynn, MA, USA"
56640.0,"Leipzig, Germany"
56640.0,"Bingen, Rheinland-Pfalz, Germany"
56625.125,"Akron, Ohio"
56615.0,Johannesburg
56570.75,"Oregon, United States"
56506.6666666667,"Redding, CA USA"
56500.0,Willoughby Ohio USA
56500.0,Tuscaloosa AL USA
56500.0,"St. Louis, MO, United States"
56500.0,"Merrillville, IN, USA"
56500.0,"Madison, Connecticut, United States"
56500.0,"East Randolph, VT, US"
56500.0,"Denver area, Colorado"
56217.6666666667,"Victoria, BC, Canada"
56217.5,"Missoula, MT, USA"
56170.0,"West Sussex, UK"
56160.0,"Stockholm, Stockholms län, Sweden"
56125.0,"San Angelo, Texas"
56000.0,honesdale pa USA
56000.0,Yukon territory
56000.0,"Seneca Falls, NY, USA"
56000.0,Salem Indiana us
56000.0,"Pewaukee, WI, USA"
56000.0,"Lambertville, NJ, USA"
56000.0,"Greeley, CO, USA"
56000.0,Centuria/WI/USA
56000.0,"Buena park, CA"
56000.0,Bethehem/PA/USA
56000.0,Bethany/Missouri/United States
56000.0,"Avon, Indiana"
56000.0,"Anoka, Minnesota, USA"
55800.0,Ossining/NY/USA
55755.8333333333,"Fargo, ND, USA"
55688.8,"Salem, OR, USA"
55666.6666666667,Rural PA USA
55666.6666666667,New Albany Indiana USA
55666.6666666667,"Cedar Park, TX, USA"
55500.0,"Aurora, Il USA"
55400.0,Rural Georgia USA
55390.0,Alberta
55200.0,"LonvueuLo, Quebec"
55000.0,monterey park/CA
55000.0,"Wyoming, USA"
55000.0,"Woodinville, Washington, USA"
55000.0,"Vershire, VT"
55000.0,"Tucker, GA, USA"
55000.0,"Tri-Cities, WA"
55000.0,St. Joseph/MI/USA
55000.0,"Provo, Utah, United States"
55000.0,"Plain City, OH"
55000.0,"Pagosa Springs, CO"
55000.0,"Monmouth county, New Jersey"
55000.0,"Mokena, IL"
55000.0,"Laredo, TX, USA"
55000.0,Galesburg Illinois
55000.0,Elmwood Park NJ
55000.0,Dewey beach delaware usa
55000.0,"Decatur, GA, USA"
55000.0,Capital city of US state
55000.0,"Berwyn, PA"
54950.0,Northern Indiana
54800.0,Sheffield/South Yorkshire/England
54800.0,Buckinghamshire/UK
54800.0,"Bath, Somerset, UK"
54776.3866666667,"Cork, Ireland"
54760.0,"QLD, Australia"
54744.0,"Saskatoon, SK, Canada"
54738.0,"Piscataway, NJ, USA"
54660.0,"Fort Hood, TX, USA"
54623.005,"Berkshire, United Kingdom"
54600.0,"Odenton, MD, USA"
54520.5,South Korea
54500.0,"Wisconsin, United States"
54500.0,Parsippany NJ
54500.0,"Irvine, CA, United States"
54471.0,Maputo/Mozambique
54457.5,Midlands
54450.0,"Winnipeg, MB, Canada"
54317.5,Delaware
54240.0,"Quebec, Canada"
54171.4285714286,"Pensacola, FL, USA"
54121.0,Amery WI USA
54080.0,"Swiftwater, Pennsylvania, USA"
54000.0,Work from home
54000.0,"Tampa Bay area, Florida"
54000.0,"Spokane Valley, WA,USA"
54000.0,"San Marcos, CA"
54000.0,"Roy, UT USA"
54000.0,"Palatine, IL"
54000.0,Orange
54000.0,"Moorpark, ca, usa"
54000.0,"Malmö, Skåne, Sweden"
54000.0,"Holyoke, MA, USA"
54000.0,"Elkhorn, WI, USA"
54000.0,"Draper, UT, USA"
54000.0,Deerfield Beach/FL/USA
54000.0,"Cheyenne, WY, USA"
54000.0,"Chatsworth GA, United States"
54000.0,"American South, non-major city"
53950.0,"Boynton Beach , Florida, USA"
53632.8,"Lewiston, ME USA"
53600.0,Mississauga
53600.0,GTA
53565.63,South of Wngland
53500.0,Tempe AZ
53500.0,Exton Pennsylvania
53500.0,Edison/New jersey/usa
53430.0,UK (NW England)
53270.0,"Corpus Christi, TX, USA"
53164.4,"Harrisonburg, VA, USA"
53160.0,Monterey ca usa
53100.0,Lüneburg
53100.0,Harderwijk / Netherlands
53098.5,"Urbana, IL"
53087.5,"Hampshire, UK"
